r_model	r_value	combinations	p_value	p_model
{Becker_Science2010}	0.0936424176	1_7_10_14	0	{Lai2014}
{Becker_Science2010}	0.034698451	1_7_12_10	0	{Lai2014}
{Becker_Science2010}	0.0249887382	1_7_16_08	0	{Lai2014}
{Becker_Science2010}	0.1074571773	1_8_08_06	0	{Lai2014}
{Becker_Science2010}	0.0418309424	1_8_10_14	0	{Lai2014}
{Becker_Science2010}	0.005615966700000001	1_8_12_10	0	{Lai2014}
{Becker_Science2010}	0.0	1_8_16_08	0	{Lai2014}
{Becker_Science2010}	1.0	1_9_08_06	0	{Lai2014}
{Becker_Science2010}	0.1611427526	1_9_10_14	0	{Lai2014}
{Becker_Science2010}	0.1074637338	1_9_12_10	0	{Lai2014}
{Becker_Science2010}	0.0491643114	1_9_16_08	0	{Lai2014}
{Becker_Science2010}	0.0	2_1_08_06	0	{Lai2014}
{Becker_Science2010}	0.0	2_1_10_14	0	{Lai2014}
{Becker_Science2010}	0.0	2_1_12_10	0	{Lai2014}
{Becker_Science2010}	0.0	2_1_16_08	0	{Lai2014}
{Becker_Science2010}	0.274263246	2_6_08_06	0	{Lai2014}
{Becker_Science2010}	0.1305475771	2_6_10_14	0	{Lai2014}
{Becker_Science2010}	0.0524321991	2_6_12_10	0	{Lai2014}
{Becker_Science2010}	0.0404698989	2_6_16_08	0	{Lai2014}
{Becker_Science2010}	0.2411762692	2_7_08_06	0	{Lai2014}
{Becker_Science2010}	0.10927732710000003	2_7_10_14	0	{Lai2014}
{Becker_Science2010}	0.0538637389	2_7_12_10	0	{Lai2014}
{Becker_Science2010}	0.0610850509	2_7_16_08	0	{Lai2014}
{Becker_Science2010}	0.1109134419	2_8_08_06	0	{Lai2014}
{Becker_Science2010}	0.0554035137	2_8_10_14	0	{Lai2014}
{Becker_Science2010}	0.016970423999999998	2_8_12_10	0	{Lai2014}
{Becker_Science2010}	0.0080125653	2_8_16_08	0	{Lai2014}
{Becker_Science2010}	0.8049588665	2_9_08_06	0	{Lai2014}
{Becker_Science2010}	0.3573965097	2_9_10_14	0	{Lai2014}
{Becker_Science2010}	0.1583893523	2_9_12_10	0	{Lai2014}
{Becker_Science2010}	0.1789479032	2_9_16_08	0	{Lai2014}
{Becker_Science2010}	0.825	1_1_08_06	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.3360736196	1_1_10_14	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.5288665765999999	1_1_12_10	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.6849212303	1_1_16_08	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	1.0	1_6_08_06	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.3482960326	1_6_10_14	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.6266300618	1_6_12_10	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.7978444509	1_6_16_08	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.9573575673	1_7_08_06	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.453777336	1_7_10_14	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.642505278	1_7_12_10	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.7950653120000001	1_7_16_08	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.8992120814	1_8_08_06	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.31125	1_8_10_14	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.5640444810999999	1_8_12_10	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.7257551669	1_8_16_08	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.8451095341	1_9_08_06	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.4975476839	1_9_10_14	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.6999744442	1_9_12_10	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.7819012275	1_9_16_08	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.7003323958	2_1_08_06	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.3124215809	2_1_10_14	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.5218136788000001	2_1_12_10	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.6432597464	2_1_16_08	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.9934711643	2_6_08_06	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.2632894357	2_6_10_14	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.5439920556	2_6_12_10	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.7633779264	2_6_16_08	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.9191275168	2_7_08_06	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.2375542064	2_7_10_14	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.5046987286	2_7_12_10	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.71328125	2_7_16_08	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.8858344114	2_8_08_06	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.2243243243	2_8_10_14	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.4437783539	2_8_12_10	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.6322714681	2_8_16_08	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.8599686028	2_9_08_06	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.3028192371	2_9_10_14	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.5927288465999999	2_9_12_10	0	{alsheihk2011_fig3-user}
{Becker_Science2010}	0.7629526462	2_9_16_08	0	{alsheihk2011_fig3-user}
{Beer_MolBioSystems2014}	0.0	1_1_08_06	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	1_1_10_14	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	1_1_12_10	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	1_1_16_08	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.007113165	1_6_08_06	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	1_6_10_14	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	1_6_12_10	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0058627212	1_6_16_08	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0125092649	1_7_08_06	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	1_7_10_14	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	1_7_12_10	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0057947029	1_7_16_08	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0038953351	1_8_08_06	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	1_8_10_14	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	1_8_12_10	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0016202472	1_8_16_08	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.2038270542	1_9_08_06	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	1_9_10_14	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	1_9_12_10	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.07220765330000001	1_9_16_08	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	2_1_08_06	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	2_1_10_14	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	2_1_12_10	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0	2_1_16_08	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0138261101	2_6_08_06	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0045774798	2_6_10_14	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0077084414	2_6_12_10	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0070867911	2_6_16_08	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0134159278	2_7_08_06	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0046191137	2_7_10_14	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0065503336	2_7_12_10	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.006140311999999999	2_7_16_08	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0082330325	2_8_08_06	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0013418459	2_8_10_14	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0030567934	2_8_12_10	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.0023728647	2_8_16_08	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	1.0	2_9_08_06	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.2422716112	2_9_10_14	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.4000311875	2_9_12_10	5139	{Eungdamrong2007}
{Beer_MolBioSystems2014}	0.5275568961	2_9_16_08	5139	{Eungdamrong2007}
{Blasi_CellSystems2016}	0.0	1_1_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_1_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_1_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_1_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.0929035635	1_6_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_6_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0091071566	1_6_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_6_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.0868359901	1_7_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0056965783	1_7_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.008712654200000001	1_7_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.0130920624	1_7_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.0386502066	1_8_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_8_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_8_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.010787413700000002	1_8_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.28581652280000003	1_9_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0128156017	1_9_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0218597555	1_9_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.0384134465	1_9_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	2_1_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	2_1_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	2_1_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	2_1_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.1832836163	2_6_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0599364055	2_6_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0901765428	2_6_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.1048228346	2_6_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.1953590755	2_7_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.061653351900000014	2_7_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0973862684	2_7_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.1138956224	2_7_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.0580423646	2_8_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0208198933	2_8_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0275929372	2_8_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.0296103391	2_8_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	1.0	2_9_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.2139198554	2_9_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.3678121223	2_9_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.4528382113	2_9_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_1_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_1_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_1_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_1_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.0929035635	1_6_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_6_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0091071566	1_6_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_6_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.0868359901	1_7_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0056965783	1_7_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.008712654200000001	1_7_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.0130920624	1_7_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.0386502066	1_8_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_8_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	1_8_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.010787413700000002	1_8_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.28581652280000003	1_9_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0128156017	1_9_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0218597555	1_9_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.0384134465	1_9_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	2_1_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	2_1_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	2_1_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.0	2_1_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.1832836163	2_6_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0599364055	2_6_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0901765428	2_6_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.1048228346	2_6_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.1953590755	2_7_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.061653351900000014	2_7_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0973862684	2_7_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.1138956224	2_7_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	0.0580423646	2_8_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.0208198933	2_8_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.0275929372	2_8_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.0296103391	2_8_16_08	0	{Leber2015}
{Blasi_CellSystems2016}	1.0	2_9_08_06	0	{Leber2015}
{Blasi_CellSystems2016}	0.2139198554	2_9_10_14	0	{Leber2015}
{Blasi_CellSystems2016}	0.3678121223	2_9_12_10	0	{Leber2015}
{Blasi_CellSystems2016}	0.4528382113	2_9_16_08	0	{Leber2015}
{Boehm_JProteomeRes2014}	0.0	1_1_08_06	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.0	1_1_10_14	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.0	1_1_12_10	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.0	1_1_16_08	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.9734093067	1_6_08_06	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.3242986712	1_6_10_14	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.6663055255	1_6_12_10	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.8473408653	1_6_16_08	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	1.0	1_7_08_06	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.4472076789	1_7_10_14	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.6527276586999999	1_7_12_10	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.8226324237999999	1_7_16_08	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.9909764744	1_8_08_06	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.2799016931	1_8_10_14	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.590437788	1_8_12_10	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.7388274868000001	1_8_16_08	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.8933759442	1_9_08_06	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.4766702837	1_9_10_14	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.7884615384999999	1_9_12_10	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.8447802198000001	1_9_16_08	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.0	2_1_08_06	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.0	2_1_10_14	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.0	2_1_12_10	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.0	2_1_16_08	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.9928963513	2_6_08_06	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.2067226891	2_6_10_14	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.5796418473	2_6_12_10	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.8045525903	2_6_16_08	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.9900193174	2_7_08_06	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.2012171182	2_7_10_14	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.5976676385	2_7_12_10	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.767982018	2_7_16_08	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.9957901554	2_8_08_06	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.1740828804	2_8_10_14	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.5009775171	2_8_12_10	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.6955439945999999	2_8_16_08	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.9481961147	2_9_08_06	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.2696185883	2_9_10_14	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.7055988986	2_9_12_10	0	{alexander2010_fig2-user}
{Boehm_JProteomeRes2014}	0.8659532526	2_9_16_08	0	{alexander2010_fig2-user}
{Borghans_BiophysChem1997}	0.0	1_1_08_06	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0	1_1_10_14	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0	1_1_12_10	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0	1_1_16_08	0	{Lai2014}
{Borghans_BiophysChem1997}	0.1285935931	1_6_08_06	0	{Lai2014}
{Borghans_BiophysChem1997}	0.074232909	1_6_10_14	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0061050326	1_6_12_10	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0093240618	1_6_16_08	0	{Lai2014}
{Borghans_BiophysChem1997}	0.2020651083	1_7_08_06	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0936424176	1_7_10_14	0	{Lai2014}
{Borghans_BiophysChem1997}	0.034698451	1_7_12_10	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0249887382	1_7_16_08	0	{Lai2014}
{Borghans_BiophysChem1997}	0.1074571773	1_8_08_06	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0418309424	1_8_10_14	0	{Lai2014}
{Borghans_BiophysChem1997}	0.005615966700000001	1_8_12_10	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0	1_8_16_08	0	{Lai2014}
{Borghans_BiophysChem1997}	1.0	1_9_08_06	0	{Lai2014}
{Borghans_BiophysChem1997}	0.1611427526	1_9_10_14	0	{Lai2014}
{Borghans_BiophysChem1997}	0.1074637338	1_9_12_10	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0491643114	1_9_16_08	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0	2_1_08_06	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0	2_1_10_14	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0	2_1_12_10	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0	2_1_16_08	0	{Lai2014}
{Borghans_BiophysChem1997}	0.274263246	2_6_08_06	0	{Lai2014}
{Borghans_BiophysChem1997}	0.1305475771	2_6_10_14	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0524321991	2_6_12_10	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0404698989	2_6_16_08	0	{Lai2014}
{Borghans_BiophysChem1997}	0.2411762692	2_7_08_06	0	{Lai2014}
{Borghans_BiophysChem1997}	0.10927732710000003	2_7_10_14	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0538637389	2_7_12_10	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0610850509	2_7_16_08	0	{Lai2014}
{Borghans_BiophysChem1997}	0.1109134419	2_8_08_06	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0554035137	2_8_10_14	0	{Lai2014}
{Borghans_BiophysChem1997}	0.016970423999999998	2_8_12_10	0	{Lai2014}
{Borghans_BiophysChem1997}	0.0080125653	2_8_16_08	0	{Lai2014}
{Borghans_BiophysChem1997}	0.8049588665	2_9_08_06	0	{Lai2014}
{Borghans_BiophysChem1997}	0.3573965097	2_9_10_14	0	{Lai2014}
{Borghans_BiophysChem1997}	0.1583893523	2_9_12_10	0	{Lai2014}
{Borghans_BiophysChem1997}	0.1789479032	2_9_16_08	0	{Lai2014}
{Brannmark_JBC2010}	0.0	1_1_08_06	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.0	1_1_10_14	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.0	1_1_12_10	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.0	1_1_16_08	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.9734093067	1_6_08_06	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.3242986712	1_6_10_14	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.6663055255	1_6_12_10	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.8473408653	1_6_16_08	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	1.0	1_7_08_06	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.4472076789	1_7_10_14	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.6527276586999999	1_7_12_10	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.8226324237999999	1_7_16_08	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.9909764744	1_8_08_06	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.2799016931	1_8_10_14	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.590437788	1_8_12_10	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.7388274868000001	1_8_16_08	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.8933759442	1_9_08_06	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.4766702837	1_9_10_14	0	{alexander2010_fig2-user}
